index,utterance,reaction
parrot,腕右痺れ,手足の痺れですね？
parrot,腕右動かない,手足の痺れですね？
parrot,腕右腫れて,手足の痺れですね？
parrot,腕右締め付けられる,手足の痺れですね？
parrot,腕右痛み,手足の痺れですね？
parrot,腕右痺れ,手足の痺れですね？
parrot,腕右腫れ,手足の痺れですね？
parrot,腕右締め付け,手足の痺れですね？
parrot,腕右違和感,手足の痺れですね？
parrot,腕左痛い,手足の痺れですね？
parrot,腕左痛み,手足の痺れですね？
parrot,腕左痛む,手足の痺れですね？
parrot,腕左ズキズキする,手足の痺れですね？
parrot,腕左ジンジンする,手足の痺れですね？
parrot,腕左痺れる,手足の痺れですね？
parrot,腕左痺れ,手足の痺れですね？
parrot,腕左動かない,手足の痺れですね？
parrot,腕左腫れて,手足の痺れですね？
parrot,腕左締め付けられる,手足の痺れですね？
parrot,腕左痛み,手足の痺れですね？
parrot,腕左痺れ,手足の痺れですね？
parrot,腕左腫れ,手足の痺れですね？
parrot,腕左締め付け,手足の痺れですね？
parrot,腕左違和感,手足の痺れですね？
parrot,腕上痛い,手足の痺れですね？
parrot,腕上痛み,手足の痺れですね？
parrot,腕上痛む,手足の痺れですね？
parrot,腕上ズキズキする,手足の痺れですね？
parrot,腕上ジンジンする,手足の痺れですね？
parrot,腕上痺れる,手足の痺れですね？
parrot,腕上痺れ,手足の痺れですね？
parrot,腕上動かない,手足の痺れですね？
parrot,腕上腫れて,手足の痺れですね？
parrot,腕上締め付けられる,手足の痺れですね？
parrot,腕上痛み,手足の痺れですね？
parrot,腕上痺れ,手足の痺れですね？
parrot,腕上腫れ,手足の痺れですね？
parrot,腕上締め付け,手足の痺れですね？
parrot,腕上違和感,手足の痺れですね？
parrot,腕下痛い,手足の痺れですね？
parrot,腕下痛み,手足の痺れですね？
parrot,腕下痛む,手足の痺れですね？
parrot,腕下ズキズキする,手足の痺れですね？
parrot,腕下ジンジンする,手足の痺れですね？
parrot,腕下痺れる,手足の痺れですね？
parrot,腕下痺れ,手足の痺れですね？
parrot,腕下動かない,手足の痺れですね？
parrot,腕下腫れて,手足の痺れですね？
parrot,腕下締め付けられる,手足の痺れですね？
parrot,腕下痛み,手足の痺れですね？
parrot,腕下痺れ,手足の痺れですね？
parrot,腕下腫れ,手足の痺れですね？
parrot,腕下締め付け,手足の痺れですね？
parrot,腕下違和感,手足の痺れですね？
parrot,右腕全体痛い,手足の痺れですね？
parrot,右腕全体痛み,手足の痺れですね？
parrot,右腕全体痛む,手足の痺れですね？
parrot,右腕全体ズキズキする,手足の痺れですね？
parrot,右腕全体ジンジンする,手足の痺れですね？
parrot,右腕全体痺れる,手足の痺れですね？
parrot,右腕全体痺れ,手足の痺れですね？
parrot,右腕全体動かない,手足の痺れですね？
parrot,右腕全体腫れて,手足の痺れですね？
parrot,右腕全体締め付けられる,手足の痺れですね？
parrot,右腕全体痛み,手足の痺れですね？
parrot,右腕全体痺れ,手足の痺れですね？
parrot,右腕全体腫れ,手足の痺れですね？
parrot,右腕全体締め付け,手足の痺れですね？
parrot,右腕全体違和感,手足の痺れですね？
parrot,右腕右痛い,手足の痺れですね？
parrot,右腕右痛み,手足の痺れですね？
parrot,右腕右痛む,手足の痺れですね？
parrot,右腕右ズキズキする,手足の痺れですね？
parrot,右腕右ジンジンする,手足の痺れですね？
parrot,右腕右痺れる,手足の痺れですね？
parrot,右腕右痺れ,手足の痺れですね？
parrot,右腕右動かない,手足の痺れですね？
parrot,右腕右腫れて,手足の痺れですね？
parrot,右腕右締め付けられる,手足の痺れですね？
parrot,右腕右痛み,手足の痺れですね？
parrot,右腕右痺れ,手足の痺れですね？
parrot,右腕右腫れ,手足の痺れですね？
parrot,右腕右締め付け,手足の痺れですね？
parrot,右腕右違和感,手足の痺れですね？
parrot,右腕左痛い,手足の痺れですね？
parrot,右腕左痛み,手足の痺れですね？
parrot,右腕左痛む,手足の痺れですね？
parrot,右腕左ズキズキする,手足の痺れですね？
parrot,右腕左ジンジンする,手足の痺れですね？
parrot,右腕左痺れる,手足の痺れですね？
parrot,右腕左痺れ,手足の痺れですね？
parrot,右腕左動かない,手足の痺れですね？
parrot,右腕左腫れて,手足の痺れですね？
parrot,右腕左締め付けられる,手足の痺れですね？
parrot,右腕左痛み,手足の痺れですね？
parrot,右腕左痺れ,手足の痺れですね？
parrot,右腕左腫れ,手足の痺れですね？
parrot,右腕左締め付け,手足の痺れですね？
parrot,右腕左違和感,手足の痺れですね？
parrot,右腕上痛い,手足の痺れですね？
parrot,右腕上痛み,手足の痺れですね？
parrot,右腕上痛む,手足の痺れですね？
parrot,右腕上ズキズキする,手足の痺れですね？
parrot,右腕上ジンジンする,手足の痺れですね？
parrot,右腕上痺れる,手足の痺れですね？
parrot,右腕上痺れ,手足の痺れですね？
parrot,右腕上動かない,手足の痺れですね？
parrot,右腕上腫れて,手足の痺れですね？
parrot,右腕上締め付けられる,手足の痺れですね？
parrot,右腕上痛み,手足の痺れですね？
parrot,右腕上痺れ,手足の痺れですね？
parrot,右腕上腫れ,手足の痺れですね？
parrot,右腕上締め付け,手足の痺れですね？
parrot,右腕上違和感,手足の痺れですね？
parrot,右腕下痛い,手足の痺れですね？
parrot,右腕下痛み,手足の痺れですね？
parrot,右腕下痛む,手足の痺れですね？
parrot,右腕下ズキズキする,手足の痺れですね？
parrot,右腕下ジンジンする,手足の痺れですね？
parrot,右腕下痺れる,手足の痺れですね？
parrot,右腕下痺れ,手足の痺れですね？
parrot,右腕下動かない,手足の痺れですね？
parrot,右腕下腫れて,手足の痺れですね？
parrot,右腕下締め付けられる,手足の痺れですね？
parrot,右腕下痛み,手足の痺れですね？
parrot,右腕下痺れ,手足の痺れですね？
parrot,右腕下腫れ,手足の痺れですね？
parrot,右腕下締め付け,手足の痺れですね？
parrot,右腕下違和感,手足の痺れですね？
parrot,左腕全体痛い,手足の痺れですね？
parrot,左腕全体痛み,手足の痺れですね？
parrot,左腕全体痛む,手足の痺れですね？
parrot,左腕全体ズキズキする,手足の痺れですね？
parrot,左腕全体ジンジンする,手足の痺れですね？
parrot,左腕全体痺れる,手足の痺れですね？
parrot,左腕全体痺れ,手足の痺れですね？
parrot,左腕全体動かない,手足の痺れですね？
parrot,左腕全体腫れて,手足の痺れですね？
parrot,左腕全体締め付けられる,手足の痺れですね？
parrot,左腕全体痛み,手足の痺れですね？
parrot,左腕全体痺れ,手足の痺れですね？
parrot,左腕全体腫れ,手足の痺れですね？
parrot,左腕全体締め付け,手足の痺れですね？
parrot,左腕全体違和感,手足の痺れですね？
parrot,左腕右痛い,手足の痺れですね？
parrot,左腕右痛み,手足の痺れですね？
parrot,左腕右痛む,手足の痺れですね？
parrot,左腕右ズキズキする,手足の痺れですね？
parrot,左腕右ジンジンする,手足の痺れですね？
parrot,左腕右痺れる,手足の痺れですね？
parrot,左腕右痺れ,手足の痺れですね？
parrot,左腕右動かない,手足の痺れですね？
parrot,左腕右腫れて,手足の痺れですね？
parrot,左腕右締め付けられる,手足の痺れですね？
parrot,左腕右痛み,手足の痺れですね？
parrot,左腕右痺れ,手足の痺れですね？
parrot,左腕右腫れ,手足の痺れですね？
parrot,左腕右締め付け,手足の痺れですね？
parrot,左腕右違和感,手足の痺れですね？
parrot,左腕左痛い,手足の痺れですね？
parrot,左腕左痛み,手足の痺れですね？
parrot,左腕左痛む,手足の痺れですね？
parrot,左腕左ズキズキする,手足の痺れですね？
parrot,左腕左ジンジンする,手足の痺れですね？
parrot,左腕左痺れる,手足の痺れですね？
parrot,左腕左痺れ,手足の痺れですね？
parrot,左腕左動かない,手足の痺れですね？
parrot,左腕左腫れて,手足の痺れですね？
parrot,左腕左締め付けられる,手足の痺れですね？
parrot,左腕左痛み,手足の痺れですね？
parrot,左腕左痺れ,手足の痺れですね？
parrot,左腕左腫れ,手足の痺れですね？
parrot,左腕左締め付け,手足の痺れですね？
parrot,左腕左違和感,手足の痺れですね？
parrot,左腕上痛い,手足の痺れですね？
parrot,左腕上痛み,手足の痺れですね？
parrot,左腕上痛む,手足の痺れですね？
parrot,左腕上ズキズキする,手足の痺れですね？
parrot,左腕上ジンジンする,手足の痺れですね？
parrot,左腕上痺れる,手足の痺れですね？
parrot,左腕上痺れ,手足の痺れですね？
parrot,左腕上動かない,手足の痺れですね？
parrot,左腕上腫れて,手足の痺れですね？
parrot,左腕上締め付けられる,手足の痺れですね？
parrot,左腕上痛み,手足の痺れですね？
parrot,左腕上痺れ,手足の痺れですね？
parrot,左腕上腫れ,手足の痺れですね？
parrot,左腕上締め付け,手足の痺れですね？
parrot,左腕上違和感,手足の痺れですね？
parrot,左腕下痛い,手足の痺れですね？
parrot,左腕下痛み,手足の痺れですね？
parrot,左腕下痛む,手足の痺れですね？
parrot,左腕下ズキズキする,手足の痺れですね？
parrot,左腕下ジンジンする,手足の痺れですね？
parrot,左腕下痺れる,手足の痺れですね？
parrot,左腕下痺れ,手足の痺れですね？
parrot,左腕下動かない,手足の痺れですね？
parrot,左腕下腫れて,手足の痺れですね？
parrot,左腕下締め付けられる,手足の痺れですね？
parrot,左腕下痛み,手足の痺れですね？
parrot,左腕下痺れ,手足の痺れですね？
parrot,左腕下腫れ,手足の痺れですね？
parrot,左腕下締め付け,手足の痺れですね？
parrot,左腕下違和感,手足の痺れですね？
parrot,両腕全体痛い,手足の痺れですね？
parrot,両腕全体痛み,手足の痺れですね？
parrot,両腕全体痛む,手足の痺れですね？
parrot,両腕全体ズキズキする,手足の痺れですね？
parrot,両腕全体ジンジンする,手足の痺れですね？
parrot,両腕全体痺れる,手足の痺れですね？
parrot,両腕全体痺れ,手足の痺れですね？
parrot,両腕全体動かない,手足の痺れですね？
parrot,両腕全体腫れて,手足の痺れですね？
parrot,両腕全体締め付けられる,手足の痺れですね？
parrot,両腕全体痛み,手足の痺れですね？
parrot,両腕全体痺れ,手足の痺れですね？
parrot,両腕全体腫れ,手足の痺れですね？
parrot,両腕全体締め付け,手足の痺れですね？
parrot,両腕全体違和感,手足の痺れですね？
parrot,両腕右痛い,手足の痺れですね？
parrot,両腕右痛み,手足の痺れですね？
parrot,両腕右痛む,手足の痺れですね？
parrot,両腕右ズキズキする,手足の痺れですね？
parrot,両腕右ジンジンする,手足の痺れですね？
parrot,両腕右痺れる,手足の痺れですね？
parrot,両腕右痺れ,手足の痺れですね？
parrot,両腕右動かない,手足の痺れですね？
parrot,両腕右腫れて,手足の痺れですね？
parrot,両腕右締め付けられる,手足の痺れですね？
parrot,両腕右痛み,手足の痺れですね？
parrot,両腕右痺れ,手足の痺れですね？
parrot,両腕右腫れ,手足の痺れですね？
parrot,両腕右締め付け,手足の痺れですね？
parrot,両腕右違和感,手足の痺れですね？
parrot,両腕左痛い,手足の痺れですね？
parrot,両腕左痛み,手足の痺れですね？
parrot,両腕左痛む,手足の痺れですね？
parrot,両腕左ズキズキする,手足の痺れですね？
parrot,両腕左ジンジンする,手足の痺れですね？
parrot,両腕左痺れる,手足の痺れですね？
parrot,両腕左痺れ,手足の痺れですね？
parrot,両腕左動かない,手足の痺れですね？
parrot,両腕左腫れて,手足の痺れですね？
parrot,両腕左締め付けられる,手足の痺れですね？
parrot,両腕左痛み,手足の痺れですね？
parrot,両腕左痺れ,手足の痺れですね？
parrot,両腕左腫れ,手足の痺れですね？
parrot,両腕左締め付け,手足の痺れですね？
parrot,両腕左違和感,手足の痺れですね？
parrot,両腕上痛い,手足の痺れですね？
parrot,両腕上痛み,手足の痺れですね？
parrot,両腕上痛む,手足の痺れですね？
parrot,両腕上ズキズキする,手足の痺れですね？
parrot,両腕上ジンジンする,手足の痺れですね？
parrot,両腕上痺れる,手足の痺れですね？
parrot,両腕上痺れ,手足の痺れですね？
parrot,両腕上動かない,手足の痺れですね？
parrot,両腕上腫れて,手足の痺れですね？
parrot,両腕上締め付けられる,手足の痺れですね？
parrot,両腕上痛み,手足の痺れですね？
parrot,両腕上痺れ,手足の痺れですね？
parrot,両腕上腫れ,手足の痺れですね？
parrot,両腕上締め付け,手足の痺れですね？
parrot,両腕上違和感,手足の痺れですね？
parrot,両腕下痛い,手足の痺れですね？
parrot,両腕下痛み,手足の痺れですね？
parrot,両腕下痛む,手足の痺れですね？
parrot,両腕下ズキズキする,手足の痺れですね？
parrot,両腕下ジンジンする,手足の痺れですね？
parrot,両腕下痺れる,手足の痺れですね？
parrot,両腕下痺れ,手足の痺れですね？
parrot,両腕下動かない,手足の痺れですね？
parrot,両腕下腫れて,手足の痺れですね？
parrot,両腕下締め付けられる,手足の痺れですね？
parrot,両腕下痛み,手足の痺れですね？
parrot,両腕下痺れ,手足の痺れですね？
parrot,両腕下腫れ,手足の痺れですね？
parrot,両腕下締め付け,手足の痺れですね？
parrot,両腕下違和感,手足の痺れですね？
parrot,背中全体痛い,背中の痛みですね？
parrot,背中全体痛み,背中の痛みですね？
parrot,背中全体痛む,背中の痛みですね？
parrot,背中全体ズキズキする,背中の痛みですね？
parrot,背中全体ジンジンする,背中の痛みですね？
parrot,背中全体痺れる,背中の痛みですね？
parrot,背中全体痺れ,背中の痛みですね？
parrot,背中全体動かない,背中の痛みですね？
parrot,背中全体腫れて,背中の痛みですね？
parrot,背中全体締め付けられる,背中の痛みですね？
parrot,背中全体痛み,背中の痛みですね？
parrot,背中全体痺れ,背中の痛みですね？
parrot,背中全体腫れ,背中の痛みですね？
parrot,背中全体締め付け,背中の痛みですね？
parrot,背中全体違和感,背中の痛みですね？
parrot,背中右痛い,背中の痛みですね？
parrot,背中右痛み,背中の痛みですね？
parrot,背中右痛む,背中の痛みですね？
parrot,背中右ズキズキする,背中の痛みですね？
parrot,背中右ジンジンする,背中の痛みですね？
parrot,背中右痺れる,背中の痛みですね？
parrot,背中右痺れ,背中の痛みですね？
parrot,背中右動かない,背中の痛みですね？
parrot,背中右腫れて,背中の痛みですね？
parrot,背中右締め付けられる,背中の痛みですね？
parrot,背中右痛み,背中の痛みですね？
parrot,背中右痺れ,背中の痛みですね？
parrot,背中右腫れ,背中の痛みですね？
parrot,背中右締め付け,背中の痛みですね？
parrot,背中右違和感,背中の痛みですね？
parrot,背中左痛い,背中の痛みですね？
parrot,背中左痛み,背中の痛みですね？
parrot,背中左痛む,背中の痛みですね？
parrot,背中左ズキズキする,背中の痛みですね？
parrot,背中左ジンジンする,背中の痛みですね？
parrot,背中左痺れる,背中の痛みですね？
parrot,背中左痺れ,背中の痛みですね？
parrot,背中左動かない,背中の痛みですね？
parrot,背中左腫れて,背中の痛みですね？
parrot,背中左締め付けられる,背中の痛みですね？
parrot,背中左痛み,背中の痛みですね？
parrot,背中左痺れ,背中の痛みですね？
parrot,背中左腫れ,背中の痛みですね？
parrot,背中左締め付け,背中の痛みですね？
parrot,背中左違和感,背中の痛みですね？
parrot,背中上痛い,背中の痛みですね？
parrot,背中上痛み,背中の痛みですね？
parrot,背中上痛む,背中の痛みですね？
parrot,背中上ズキズキする,背中の痛みですね？
parrot,背中上ジンジンする,背中の痛みですね？
parrot,背中上痺れる,背中の痛みですね？
parrot,背中上痺れ,背中の痛みですね？
parrot,背中上動かない,背中の痛みですね？
parrot,背中上腫れて,背中の痛みですね？
parrot,背中上締め付けられる,背中の痛みですね？
parrot,背中上痛み,背中の痛みですね？
parrot,背中上痺れ,背中の痛みですね？
parrot,背中上腫れ,背中の痛みですね？
parrot,背中上締め付け,背中の痛みですね？
parrot,背中上違和感,背中の痛みですね？
parrot,背中下痛い,背中の痛みですね？
parrot,背中下痛み,背中の痛みですね？
parrot,背中下痛む,背中の痛みですね？
parrot,背中下ズキズキする,背中の痛みですね？
parrot,背中下ジンジンする,背中の痛みですね？
parrot,背中下痺れる,背中の痛みですね？
parrot,背中下痺れ,背中の痛みですね？
parrot,背中下動かない,背中の痛みですね？
parrot,背中下腫れて,背中の痛みですね？
parrot,背中下締め付けられる,背中の痛みですね？
parrot,背中下痛み,背中の痛みですね？
parrot,背中下痺れ,背中の痛みですね？
parrot,背中下腫れ,背中の痛みですね？
parrot,背中下締め付け,背中の痛みですね？
parrot,背中下違和感,背中の痛みですね？
parrot,後ろ全体痛い,背中の痛みですね？
parrot,後ろ全体痛み,背中の痛みですね？
parrot,後ろ全体痛む,背中の痛みですね？
parrot,後ろ全体ズキズキする,背中の痛みですね？
parrot,後ろ全体ジンジンする,背中の痛みですね？
parrot,後ろ全体痺れる,背中の痛みですね？
parrot,後ろ全体痺れ,背中の痛みですね？
parrot,後ろ全体動かない,背中の痛みですね？
parrot,後ろ全体腫れて,背中の痛みですね？
parrot,後ろ全体締め付けられる,背中の痛みですね？
parrot,後ろ全体痛み,背中の痛みですね？
parrot,後ろ全体痺れ,背中の痛みですね？
parrot,後ろ全体腫れ,背中の痛みですね？
parrot,後ろ全体締め付け,背中の痛みですね？
parrot,後ろ全体違和感,背中の痛みですね？
parrot,後ろ右痛い,背中の痛みですね？
parrot,後ろ右痛み,背中の痛みですね？
parrot,後ろ右痛む,背中の痛みですね？
parrot,後ろ右ズキズキする,背中の痛みですね？
parrot,後ろ右ジンジンする,背中の痛みですね？
parrot,後ろ右痺れる,背中の痛みですね？
parrot,後ろ右痺れ,背中の痛みですね？
parrot,後ろ右動かない,背中の痛みですね？
parrot,後ろ右腫れて,背中の痛みですね？
parrot,後ろ右締め付けられる,背中の痛みですね？
parrot,後ろ右痛み,背中の痛みですね？
parrot,後ろ右痺れ,背中の痛みですね？
parrot,後ろ右腫れ,背中の痛みですね？
parrot,後ろ右締め付け,背中の痛みですね？
parrot,後ろ右違和感,背中の痛みですね？
parrot,後ろ左痛い,背中の痛みですね？
parrot,後ろ左痛み,背中の痛みですね？
parrot,後ろ左痛む,背中の痛みですね？
parrot,後ろ左ズキズキする,背中の痛みですね？
parrot,後ろ左ジンジンする,背中の痛みですね？
parrot,後ろ左痺れる,背中の痛みですね？
parrot,後ろ左痺れ,背中の痛みですね？
parrot,後ろ左動かない,背中の痛みですね？
parrot,後ろ左腫れて,背中の痛みですね？
parrot,後ろ左締め付けられる,背中の痛みですね？
parrot,後ろ左痛み,背中の痛みですね？
parrot,後ろ左痺れ,背中の痛みですね？
parrot,後ろ左腫れ,背中の痛みですね？
parrot,後ろ左締め付け,背中の痛みですね？
parrot,後ろ左違和感,背中の痛みですね？
parrot,後ろ上痛い,背中の痛みですね？
parrot,後ろ上痛み,背中の痛みですね？
parrot,後ろ上痛む,背中の痛みですね？
parrot,後ろ上ズキズキする,背中の痛みですね？
parrot,後ろ上ジンジンする,背中の痛みですね？
parrot,後ろ上痺れる,背中の痛みですね？
parrot,後ろ上痺れ,背中の痛みですね？
parrot,後ろ上動かない,背中の痛みですね？
parrot,後ろ上腫れて,背中の痛みですね？
parrot,後ろ上締め付けられる,背中の痛みですね？
parrot,後ろ上痛み,背中の痛みですね？
parrot,後ろ上痺れ,背中の痛みですね？
parrot,後ろ上腫れ,背中の痛みですね？
parrot,後ろ上締め付け,背中の痛みですね？
parrot,後ろ上違和感,背中の痛みですね？
parrot,後ろ下痛い,背中の痛みですね？
parrot,後ろ下痛み,背中の痛みですね？
parrot,後ろ下痛む,背中の痛みですね？
parrot,後ろ下ズキズキする,背中の痛みですね？
parrot,後ろ下ジンジンする,背中の痛みですね？
parrot,後ろ下痺れる,背中の痛みですね？
parrot,後ろ下痺れ,背中の痛みですね？
parrot,後ろ下動かない,背中の痛みですね？
parrot,後ろ下腫れて,背中の痛みですね？
parrot,後ろ下締め付けられる,背中の痛みですね？
parrot,後ろ下痛み,背中の痛みですね？
parrot,後ろ下痺れ,背中の痛みですね？
parrot,後ろ下腫れ,背中の痛みですね？
parrot,後ろ下締め付け,背中の痛みですね？
parrot,後ろ下違和感,背中の痛みですね？
parrot,頭痛がする,頭の痛みですね？
parrot,腹痛がする,お腹の痛みですね？
parrot,呼吸ができない,呼吸についてですね？
parrot,呼吸がしづらい,呼吸についてですね？
parrot,息が苦しい,呼吸についてですね？
parrot,息ができない,呼吸についてですね？
parrot,息がしづらい,呼吸についてですね？
parrot,息が苦しい,呼吸についてですね？
parrot,息切れがする,呼吸についてですね？
parrot,ゼーゼーする,呼吸についてですね？
parrot,咳が出る,咳についてですね？
parrot,咳が止まらない,咳についてですね？
parrot,痰が出る,咳についてですね？
parrot,ゴホゴホする,咳についてですね？
parrot,コンコンする,咳についてですね？
parrot,胸焼けがする,胸焼けについてですね？
parrot,胃がムカムカする,胸焼けについてですね？
